project,article,granularity,timestamp,access,agent,views
en.wikipedia,Otto_Baumbach,monthly,2020-04-01,all-access,all-agents,78
en.wikipedia,Otto_Baumbach,monthly,2020-05-01,all-access,all-agents,68
en.wikipedia,Otto_Baumbach,monthly,2020-06-01,all-access,all-agents,77
en.wikipedia,Otto_Baumbach,monthly,2020-07-01,all-access,all-agents,69
en.wikipedia,Otto_Baumbach,monthly,2020-08-01,all-access,all-agents,73
en.wikipedia,Otto_Baumbach,monthly,2020-09-01,all-access,all-agents,61
en.wikipedia,Otto_Baumbach,monthly,2020-10-01,all-access,all-agents,55
en.wikipedia,Otto_Baumbach,monthly,2020-11-01,all-access,all-agents,58
en.wikipedia,Otto_Baumbach,monthly,2020-12-01,all-access,all-agents,72
en.wikipedia,Otto_Baumbach,monthly,2021-01-01,all-access,all-agents,76
en.wikipedia,Otto_Baumbach,monthly,2021-02-01,all-access,all-agents,79
en.wikipedia,Otto_Baumbach,monthly,2021-03-01,all-access,all-agents,64
en.wikipedia,Otto_Baumbach,monthly,2021-04-01,all-access,all-agents,83
en.wikipedia,Otto_Baumbach,monthly,2021-05-01,all-access,all-agents,91
en.wikipedia,Otto_Baumbach,monthly,2021-06-01,all-access,all-agents,68
en.wikipedia,Otto_Baumbach,monthly,2021-07-01,all-access,all-agents,105
en.wikipedia,Otto_Baumbach,monthly,2021-08-01,all-access,all-agents,88
en.wikipedia,Otto_Baumbach,monthly,2021-09-01,all-access,all-agents,104
en.wikipedia,Otto_Baumbach,monthly,2021-10-01,all-access,all-agents,79
en.wikipedia,Otto_Baumbach,monthly,2021-11-01,all-access,all-agents,68
en.wikipedia,Otto_Baumbach,monthly,2021-12-01,all-access,all-agents,69
en.wikipedia,Otto_Baumbach,monthly,2022-01-01,all-access,all-agents,55
en.wikipedia,Otto_Baumbach,monthly,2022-02-01,all-access,all-agents,52
en.wikipedia,Otto_Baumbach,monthly,2022-03-01,all-access,all-agents,39
en.wikipedia,Otto_Baumbach,monthly,2022-04-01,all-access,all-agents,70
en.wikipedia,Otto_Baumbach,monthly,2022-05-01,all-access,all-agents,59
en.wikipedia,Otto_Baumbach,monthly,2022-06-01,all-access,all-agents,50
en.wikipedia,Otto_Baumbach,monthly,2022-07-01,all-access,all-agents,47
en.wikipedia,Otto_Baumbach,monthly,2022-08-01,all-access,all-agents,44
en.wikipedia,Otto_Baumbach,monthly,2022-09-01,all-access,all-agents,34
en.wikipedia,Otto_Baumbach,monthly,2022-10-01,all-access,all-agents,42
en.wikipedia,Otto_Baumbach,monthly,2022-11-01,all-access,all-agents,58
en.wikipedia,Otto_Baumbach,monthly,2022-12-01,all-access,all-agents,66
en.wikipedia,Alexander_Crum_Brown,monthly,2020-01-01,all-access,all-agents,624
en.wikipedia,Alexander_Crum_Brown,monthly,2020-02-01,all-access,all-agents,479
en.wikipedia,Alexander_Crum_Brown,monthly,2020-03-01,all-access,all-agents,371
en.wikipedia,Alexander_Crum_Brown,monthly,2020-04-01,all-access,all-agents,1230
en.wikipedia,Alexander_Crum_Brown,monthly,2020-05-01,all-access,all-agents,426
en.wikipedia,Alexander_Crum_Brown,monthly,2020-06-01,all-access,all-agents,551
en.wikipedia,Alexander_Crum_Brown,monthly,2020-07-01,all-access,all-agents,351
en.wikipedia,Alexander_Crum_Brown,monthly,2020-08-01,all-access,all-agents,493
en.wikipedia,Alexander_Crum_Brown,monthly,2020-09-01,all-access,all-agents,450
en.wikipedia,Alexander_Crum_Brown,monthly,2020-10-01,all-access,all-agents,438
en.wikipedia,Alexander_Crum_Brown,monthly,2020-11-01,all-access,all-agents,536
en.wikipedia,Alexander_Crum_Brown,monthly,2020-12-01,all-access,all-agents,431
en.wikipedia,Alexander_Crum_Brown,monthly,2021-01-01,all-access,all-agents,463
en.wikipedia,Alexander_Crum_Brown,monthly,2021-02-01,all-access,all-agents,451
en.wikipedia,Alexander_Crum_Brown,monthly,2021-03-01,all-access,all-agents,476
en.wikipedia,Alexander_Crum_Brown,monthly,2021-04-01,all-access,all-agents,449
en.wikipedia,Alexander_Crum_Brown,monthly,2021-05-01,all-access,all-agents,470
en.wikipedia,Alexander_Crum_Brown,monthly,2021-06-01,all-access,all-agents,419
en.wikipedia,Alexander_Crum_Brown,monthly,2021-07-01,all-access,all-agents,483
en.wikipedia,Alexander_Crum_Brown,monthly,2021-08-01,all-access,all-agents,694
en.wikipedia,Alexander_Crum_Brown,monthly,2021-09-01,all-access,all-agents,512
en.wikipedia,Alexander_Crum_Brown,monthly,2021-10-01,all-access,all-agents,482
en.wikipedia,Alexander_Crum_Brown,monthly,2021-11-01,all-access,all-agents,401
en.wikipedia,Alexander_Crum_Brown,monthly,2021-12-01,all-access,all-agents,394
en.wikipedia,Alexander_Crum_Brown,monthly,2022-01-01,all-access,all-agents,405
en.wikipedia,Alexander_Crum_Brown,monthly,2022-02-01,all-access,all-agents,486
en.wikipedia,Alexander_Crum_Brown,monthly,2022-03-01,all-access,all-agents,414
en.wikipedia,Alexander_Crum_Brown,monthly,2022-04-01,all-access,all-agents,538
en.wikipedia,Alexander_Crum_Brown,monthly,2022-05-01,all-access,all-agents,550
en.wikipedia,Alexander_Crum_Brown,monthly,2022-06-01,all-access,all-agents,910
en.wikipedia,Alexander_Crum_Brown,monthly,2022-07-01,all-access,all-agents,632
en.wikipedia,Alexander_Crum_Brown,monthly,2022-08-01,all-access,all-agents,903
en.wikipedia,Alexander_Crum_Brown,monthly,2022-09-01,all-access,all-agents,432
en.wikipedia,Alexander_Crum_Brown,monthly,2022-10-01,all-access,all-agents,418
en.wikipedia,Alexander_Crum_Brown,monthly,2022-11-01,all-access,all-agents,411
en.wikipedia,Alexander_Crum_Brown,monthly,2022-12-01,all-access,all-agents,380
en.wikipedia,John_George_Children,monthly,2020-01-01,all-access,all-agents,387
en.wikipedia,John_George_Children,monthly,2020-02-01,all-access,all-agents,355
en.wikipedia,John_George_Children,monthly,2020-03-01,all-access,all-agents,364
en.wikipedia,John_George_Children,monthly,2020-04-01,all-access,all-agents,375
en.wikipedia,John_George_Children,monthly,2020-05-01,all-access,all-agents,419
en.wikipedia,John_George_Children,monthly,2020-06-01,all-access,all-agents,301
en.wikipedia,John_George_Children,monthly,2020-07-01,all-access,all-agents,321
en.wikipedia,John_George_Children,monthly,2020-08-01,all-access,all-agents,371
en.wikipedia,John_George_Children,monthly,2020-09-01,all-access,all-agents,330
en.wikipedia,John_George_Children,monthly,2020-10-01,all-access,all-agents,351
en.wikipedia,John_George_Children,monthly,2020-11-01,all-access,all-agents,355
en.wikipedia,John_George_Children,monthly,2020-12-01,all-access,all-agents,275
en.wikipedia,John_George_Children,monthly,2021-01-01,all-access,all-agents,335
en.wikipedia,John_George_Children,monthly,2021-02-01,all-access,all-agents,336
en.wikipedia,John_George_Children,monthly,2021-03-01,all-access,all-agents,338
en.wikipedia,John_George_Children,monthly,2021-04-01,all-access,all-agents,388
en.wikipedia,John_George_Children,monthly,2021-05-01,all-access,all-agents,461
en.wikipedia,John_George_Children,monthly,2021-06-01,all-access,all-agents,338
en.wikipedia,John_George_Children,monthly,2021-07-01,all-access,all-agents,318
en.wikipedia,John_George_Children,monthly,2021-08-01,all-access,all-agents,338
en.wikipedia,John_George_Children,monthly,2021-09-01,all-access,all-agents,293
en.wikipedia,John_George_Children,monthly,2021-10-01,all-access,all-agents,329
en.wikipedia,John_George_Children,monthly,2021-11-01,all-access,all-agents,315
en.wikipedia,John_George_Children,monthly,2021-12-01,all-access,all-agents,287
en.wikipedia,John_George_Children,monthly,2022-01-01,all-access,all-agents,348
en.wikipedia,John_George_Children,monthly,2022-02-01,all-access,all-agents,397
en.wikipedia,John_George_Children,monthly,2022-03-01,all-access,all-agents,441
en.wikipedia,John_George_Children,monthly,2022-04-01,all-access,all-agents,413
en.wikipedia,John_George_Children,monthly,2022-05-01,all-access,all-agents,513
en.wikipedia,John_George_Children,monthly,2022-06-01,all-access,all-agents,359
en.wikipedia,John_George_Children,monthly,2022-07-01,all-access,all-agents,386
en.wikipedia,John_George_Children,monthly,2022-08-01,all-access,all-agents,426
en.wikipedia,John_George_Children,monthly,2022-09-01,all-access,all-agents,376
en.wikipedia,John_George_Children,monthly,2022-10-01,all-access,all-agents,338
en.wikipedia,John_George_Children,monthly,2022-11-01,all-access,all-agents,463
en.wikipedia,John_George_Children,monthly,2022-12-01,all-access,all-agents,342
en.wikipedia,Adelaide_Claxton,monthly,2020-01-01,all-access,all-agents,148
en.wikipedia,Adelaide_Claxton,monthly,2020-02-01,all-access,all-agents,94
en.wikipedia,Adelaide_Claxton,monthly,2020-03-01,all-access,all-agents,128
en.wikipedia,Adelaide_Claxton,monthly,2020-04-01,all-access,all-agents,139
en.wikipedia,Adelaide_Claxton,monthly,2020-05-01,all-access,all-agents,190
en.wikipedia,Adelaide_Claxton,monthly,2020-06-01,all-access,all-agents,203
en.wikipedia,Adelaide_Claxton,monthly,2020-07-01,all-access,all-agents,149
en.wikipedia,Adelaide_Claxton,monthly,2020-08-01,all-access,all-agents,157
en.wikipedia,Adelaide_Claxton,monthly,2020-09-01,all-access,all-agents,165
en.wikipedia,Adelaide_Claxton,monthly,2020-10-01,all-access,all-agents,383
en.wikipedia,Adelaide_Claxton,monthly,2020-11-01,all-access,all-agents,297
en.wikipedia,Adelaide_Claxton,monthly,2020-12-01,all-access,all-agents,216
en.wikipedia,Adelaide_Claxton,monthly,2021-01-01,all-access,all-agents,222
en.wikipedia,Adelaide_Claxton,monthly,2021-02-01,all-access,all-agents,193
en.wikipedia,Adelaide_Claxton,monthly,2021-03-01,all-access,all-agents,189
en.wikipedia,Adelaide_Claxton,monthly,2021-04-01,all-access,all-agents,217
en.wikipedia,Adelaide_Claxton,monthly,2021-05-01,all-access,all-agents,197
en.wikipedia,Adelaide_Claxton,monthly,2021-06-01,all-access,all-agents,179
en.wikipedia,Adelaide_Claxton,monthly,2021-07-01,all-access,all-agents,166
en.wikipedia,Adelaide_Claxton,monthly,2021-08-01,all-access,all-agents,211
en.wikipedia,Adelaide_Claxton,monthly,2021-09-01,all-access,all-agents,290
en.wikipedia,Adelaide_Claxton,monthly,2021-10-01,all-access,all-agents,238
en.wikipedia,Adelaide_Claxton,monthly,2021-11-01,all-access,all-agents,214
en.wikipedia,Adelaide_Claxton,monthly,2021-12-01,all-access,all-agents,169
en.wikipedia,Adelaide_Claxton,monthly,2022-01-01,all-access,all-agents,169
en.wikipedia,Adelaide_Claxton,monthly,2022-02-01,all-access,all-agents,203
en.wikipedia,Adelaide_Claxton,monthly,2022-03-01,all-access,all-agents,190
en.wikipedia,Adelaide_Claxton,monthly,2022-04-01,all-access,all-agents,164
en.wikipedia,Adelaide_Claxton,monthly,2022-05-01,all-access,all-agents,157
en.wikipedia,Adelaide_Claxton,monthly,2022-06-01,all-access,all-agents,151
en.wikipedia,Adelaide_Claxton,monthly,2022-07-01,all-access,all-agents,145
en.wikipedia,Adelaide_Claxton,monthly,2022-08-01,all-access,all-agents,155
en.wikipedia,Adelaide_Claxton,monthly,2022-09-01,all-access,all-agents,183
en.wikipedia,Adelaide_Claxton,monthly,2022-10-01,all-access,all-agents,247
en.wikipedia,Adelaide_Claxton,monthly,2022-11-01,all-access,all-agents,239
en.wikipedia,Adelaide_Claxton,monthly,2022-12-01,all-access,all-agents,124
en.wikipedia,Henry_Doubleday_(horticulturalist),monthly,2020-01-01,all-access,all-agents,102
en.wikipedia,Henry_Doubleday_(horticulturalist),monthly,2020-02-01,all-access,all-agents,123
en.wikipedia,Henry_Doubleday_(horticulturalist),monthly,2020-03-01,all-access,all-agents,83
en.wikipedia,Henry_Doubleday_(horticulturalist),monthly,2020-04-01,all-access,all-agents,137
en.wikipedia,Henry_Doubleday_(horticulturalist),monthly,2020-05-01,all-access,all-agents,138
en.wikipedia,Henry_Doubleday_(horticulturalist),monthly,2020-06-01,all-access,all-agents,120
en.wikipedia,Henry_Doubleday_(horticulturalist),monthly,2020-07-01,all-access,all-agents,135
en.wikipedia,Henry_Doubleday_(horticulturalist),monthly,2020-08-01,all-access,all-agents,112
en.wikipedia,Henry_Doubleday_(horticulturalist),monthly,2020-09-01,all-access,all-agents,123
en.wikipedia,Henry_Doubleday_(horticulturalist),monthly,2020-10-01,all-access,all-agents,98
en.wikipedia,Henry_Doubleday_(horticulturalist),monthly,2020-11-01,all-access,all-agents,111
en.wikipedia,Henry_Doubleday_(horticulturalist),monthly,2020-12-01,all-access,all-agents,106
en.wikipedia,Henry_Doubleday_(horticulturalist),monthly,2021-01-01,all-access,all-agents,105
en.wikipedia,Henry_Doubleday_(horticulturalist),monthly,2021-02-01,all-access,all-agents,99
en.wikipedia,Henry_Doubleday_(horticulturalist),monthly,2021-03-01,all-access,all-agents,173
en.wikipedia,Henry_Doubleday_(horticulturalist),monthly,2021-04-01,all-access,all-agents,236
en.wikipedia,Henry_Doubleday_(horticulturalist),monthly,2021-05-01,all-access,all-agents,142
en.wikipedia,Henry_Doubleday_(horticulturalist),monthly,2021-06-01,all-access,all-agents,132
en.wikipedia,Henry_Doubleday_(horticulturalist),monthly,2021-07-01,all-access,all-agents,125
en.wikipedia,Henry_Doubleday_(horticulturalist),monthly,2021-08-01,all-access,all-agents,95
en.wikipedia,Henry_Doubleday_(horticulturalist),monthly,2021-09-01,all-access,all-agents,127
en.wikipedia,Henry_Doubleday_(horticulturalist),monthly,2021-10-01,all-access,all-agents,127
en.wikipedia,Henry_Doubleday_(horticulturalist),monthly,2021-11-01,all-access,all-agents,90
en.wikipedia,Henry_Doubleday_(horticulturalist),monthly,2021-12-01,all-access,all-agents,81
en.wikipedia,Henry_Doubleday_(horticulturalist),monthly,2022-01-01,all-access,all-agents,88
en.wikipedia,Henry_Doubleday_(horticulturalist),monthly,2022-02-01,all-access,all-agents,85
en.wikipedia,Henry_Doubleday_(horticulturalist),monthly,2022-03-01,all-access,all-agents,110
en.wikipedia,Henry_Doubleday_(horticulturalist),monthly,2022-04-01,all-access,all-agents,113
en.wikipedia,Henry_Doubleday_(horticulturalist),monthly,2022-05-01,all-access,all-agents,153
en.wikipedia,Henry_Doubleday_(horticulturalist),monthly,2022-06-01,all-access,all-agents,158
en.wikipedia,Henry_Doubleday_(horticulturalist),monthly,2022-07-01,all-access,all-agents,108
en.wikipedia,Henry_Doubleday_(horticulturalist),monthly,2022-08-01,all-access,all-agents,125
en.wikipedia,Henry_Doubleday_(horticulturalist),monthly,2022-09-01,all-access,all-agents,105
en.wikipedia,Henry_Doubleday_(horticulturalist),monthly,2022-10-01,all-access,all-agents,90
en.wikipedia,Henry_Doubleday_(horticulturalist),monthly,2022-11-01,all-access,all-agents,89
en.wikipedia,Henry_Doubleday_(horticulturalist),monthly,2022-12-01,all-access,all-agents,256
en.wikipedia,George_Windsor_Earl,monthly,2020-01-01,all-access,all-agents,414
en.wikipedia,George_Windsor_Earl,monthly,2020-02-01,all-access,all-agents,400
en.wikipedia,George_Windsor_Earl,monthly,2020-03-01,all-access,all-agents,348
en.wikipedia,George_Windsor_Earl,monthly,2020-04-01,all-access,all-agents,511
en.wikipedia,George_Windsor_Earl,monthly,2020-05-01,all-access,all-agents,472
en.wikipedia,George_Windsor_Earl,monthly,2020-06-01,all-access,all-agents,501
en.wikipedia,George_Windsor_Earl,monthly,2020-07-01,all-access,all-agents,324
en.wikipedia,George_Windsor_Earl,monthly,2020-08-01,all-access,all-agents,380
en.wikipedia,George_Windsor_Earl,monthly,2020-09-01,all-access,all-agents,347
en.wikipedia,George_Windsor_Earl,monthly,2020-10-01,all-access,all-agents,323
en.wikipedia,George_Windsor_Earl,monthly,2020-11-01,all-access,all-agents,372
en.wikipedia,George_Windsor_Earl,monthly,2020-12-01,all-access,all-agents,317
en.wikipedia,George_Windsor_Earl,monthly,2021-01-01,all-access,all-agents,346
en.wikipedia,George_Windsor_Earl,monthly,2021-02-01,all-access,all-agents,411
en.wikipedia,George_Windsor_Earl,monthly,2021-03-01,all-access,all-agents,372
en.wikipedia,George_Windsor_Earl,monthly,2021-04-01,all-access,all-agents,388
en.wikipedia,George_Windsor_Earl,monthly,2021-05-01,all-access,all-agents,355
en.wikipedia,George_Windsor_Earl,monthly,2021-06-01,all-access,all-agents,361
en.wikipedia,George_Windsor_Earl,monthly,2021-07-01,all-access,all-agents,353
en.wikipedia,George_Windsor_Earl,monthly,2021-08-01,all-access,all-agents,608
en.wikipedia,George_Windsor_Earl,monthly,2021-09-01,all-access,all-agents,363
en.wikipedia,George_Windsor_Earl,monthly,2021-10-01,all-access,all-agents,386
en.wikipedia,George_Windsor_Earl,monthly,2021-11-01,all-access,all-agents,369
en.wikipedia,George_Windsor_Earl,monthly,2021-12-01,all-access,all-agents,539
en.wikipedia,George_Windsor_Earl,monthly,2022-01-01,all-access,all-agents,534
en.wikipedia,George_Windsor_Earl,monthly,2022-02-01,all-access,all-agents,449
en.wikipedia,George_Windsor_Earl,monthly,2022-03-01,all-access,all-agents,415
en.wikipedia,George_Windsor_Earl,monthly,2022-04-01,all-access,all-agents,351
en.wikipedia,George_Windsor_Earl,monthly,2022-05-01,all-access,all-agents,445
en.wikipedia,George_Windsor_Earl,monthly,2022-06-01,all-access,all-agents,405
en.wikipedia,George_Windsor_Earl,monthly,2022-07-01,all-access,all-agents,338
en.wikipedia,George_Windsor_Earl,monthly,2022-08-01,all-access,all-agents,408
en.wikipedia,George_Windsor_Earl,monthly,2022-09-01,all-access,all-agents,579
en.wikipedia,George_Windsor_Earl,monthly,2022-10-01,all-access,all-agents,301
en.wikipedia,George_Windsor_Earl,monthly,2022-11-01,all-access,all-agents,357
en.wikipedia,George_Windsor_Earl,monthly,2022-12-01,all-access,all-agents,369
en.wikipedia,Peter_Fairbairn,monthly,2020-01-01,all-access,all-agents,157
en.wikipedia,Peter_Fairbairn,monthly,2020-02-01,all-access,all-agents,130
en.wikipedia,Peter_Fairbairn,monthly,2020-03-01,all-access,all-agents,122
en.wikipedia,Peter_Fairbairn,monthly,2020-04-01,all-access,all-agents,156
en.wikipedia,Peter_Fairbairn,monthly,2020-05-01,all-access,all-agents,127
en.wikipedia,Peter_Fairbairn,monthly,2020-06-01,all-access,all-agents,270
en.wikipedia,Peter_Fairbairn,monthly,2020-07-01,all-access,all-agents,150
en.wikipedia,Peter_Fairbairn,monthly,2020-08-01,all-access,all-agents,88
en.wikipedia,Peter_Fairbairn,monthly,2020-09-01,all-access,all-agents,119
en.wikipedia,Peter_Fairbairn,monthly,2020-10-01,all-access,all-agents,154
en.wikipedia,Peter_Fairbairn,monthly,2020-11-01,all-access,all-agents,136
en.wikipedia,Peter_Fairbairn,monthly,2020-12-01,all-access,all-agents,126
en.wikipedia,Peter_Fairbairn,monthly,2021-01-01,all-access,all-agents,159
en.wikipedia,Peter_Fairbairn,monthly,2021-02-01,all-access,all-agents,183
en.wikipedia,Peter_Fairbairn,monthly,2021-03-01,all-access,all-agents,131
en.wikipedia,Peter_Fairbairn,monthly,2021-04-01,all-access,all-agents,127
en.wikipedia,Peter_Fairbairn,monthly,2021-05-01,all-access,all-agents,107
en.wikipedia,Peter_Fairbairn,monthly,2021-06-01,all-access,all-agents,152
en.wikipedia,Peter_Fairbairn,monthly,2021-07-01,all-access,all-agents,181
en.wikipedia,Peter_Fairbairn,monthly,2021-08-01,all-access,all-agents,195
en.wikipedia,Peter_Fairbairn,monthly,2021-09-01,all-access,all-agents,249
en.wikipedia,Peter_Fairbairn,monthly,2021-10-01,all-access,all-agents,240
en.wikipedia,Peter_Fairbairn,monthly,2021-11-01,all-access,all-agents,163
en.wikipedia,Peter_Fairbairn,monthly,2021-12-01,all-access,all-agents,222
en.wikipedia,Peter_Fairbairn,monthly,2022-01-01,all-access,all-agents,242
en.wikipedia,Peter_Fairbairn,monthly,2022-02-01,all-access,all-agents,231
en.wikipedia,Peter_Fairbairn,monthly,2022-03-01,all-access,all-agents,255
en.wikipedia,Peter_Fairbairn,monthly,2022-04-01,all-access,all-agents,283
en.wikipedia,Peter_Fairbairn,monthly,2022-05-01,all-access,all-agents,257
en.wikipedia,Peter_Fairbairn,monthly,2022-06-01,all-access,all-agents,247
en.wikipedia,Peter_Fairbairn,monthly,2022-07-01,all-access,all-agents,180
en.wikipedia,Peter_Fairbairn,monthly,2022-08-01,all-access,all-agents,108
en.wikipedia,Peter_Fairbairn,monthly,2022-09-01,all-access,all-agents,92
en.wikipedia,Peter_Fairbairn,monthly,2022-10-01,all-access,all-agents,112
en.wikipedia,Peter_Fairbairn,monthly,2022-11-01,all-access,all-agents,105
en.wikipedia,Peter_Fairbairn,monthly,2022-12-01,all-access,all-agents,90
en.wikipedia,Henry_Ogg_Forbes,monthly,2020-01-01,all-access,all-agents,316
en.wikipedia,Henry_Ogg_Forbes,monthly,2020-02-01,all-access,all-agents,277
en.wikipedia,Henry_Ogg_Forbes,monthly,2020-03-01,all-access,all-agents,205
en.wikipedia,Henry_Ogg_Forbes,monthly,2020-04-01,all-access,all-agents,333
en.wikipedia,Henry_Ogg_Forbes,monthly,2020-05-01,all-access,all-agents,265
en.wikipedia,Henry_Ogg_Forbes,monthly,2020-06-01,all-access,all-agents,245
en.wikipedia,Henry_Ogg_Forbes,monthly,2020-07-01,all-access,all-agents,239
en.wikipedia,Henry_Ogg_Forbes,monthly,2020-08-01,all-access,all-agents,271
en.wikipedia,Henry_Ogg_Forbes,monthly,2020-09-01,all-access,all-agents,275
en.wikipedia,Henry_Ogg_Forbes,monthly,2020-10-01,all-access,all-agents,209
en.wikipedia,Henry_Ogg_Forbes,monthly,2020-11-01,all-access,all-agents,189
en.wikipedia,Henry_Ogg_Forbes,monthly,2020-12-01,all-access,all-agents,229
en.wikipedia,Henry_Ogg_Forbes,monthly,2021-01-01,all-access,all-agents,207
en.wikipedia,Henry_Ogg_Forbes,monthly,2021-02-01,all-access,all-agents,192
en.wikipedia,Henry_Ogg_Forbes,monthly,2021-03-01,all-access,all-agents,255
en.wikipedia,Henry_Ogg_Forbes,monthly,2021-04-01,all-access,all-agents,231
en.wikipedia,Henry_Ogg_Forbes,monthly,2021-05-01,all-access,all-agents,258
en.wikipedia,Henry_Ogg_Forbes,monthly,2021-06-01,all-access,all-agents,223
en.wikipedia,Henry_Ogg_Forbes,monthly,2021-07-01,all-access,all-agents,210
en.wikipedia,Henry_Ogg_Forbes,monthly,2021-08-01,all-access,all-agents,248
en.wikipedia,Henry_Ogg_Forbes,monthly,2021-09-01,all-access,all-agents,198
en.wikipedia,Henry_Ogg_Forbes,monthly,2021-10-01,all-access,all-agents,210
en.wikipedia,Henry_Ogg_Forbes,monthly,2021-11-01,all-access,all-agents,211
en.wikipedia,Henry_Ogg_Forbes,monthly,2021-12-01,all-access,all-agents,216
en.wikipedia,Henry_Ogg_Forbes,monthly,2022-01-01,all-access,all-agents,276
en.wikipedia,Henry_Ogg_Forbes,monthly,2022-02-01,all-access,all-agents,258
en.wikipedia,Henry_Ogg_Forbes,monthly,2022-03-01,all-access,all-agents,268
en.wikipedia,Henry_Ogg_Forbes,monthly,2022-04-01,all-access,all-agents,254
en.wikipedia,Henry_Ogg_Forbes,monthly,2022-05-01,all-access,all-agents,279
en.wikipedia,Henry_Ogg_Forbes,monthly,2022-06-01,all-access,all-agents,307
en.wikipedia,Henry_Ogg_Forbes,monthly,2022-07-01,all-access,all-agents,269
en.wikipedia,Henry_Ogg_Forbes,monthly,2022-08-01,all-access,all-agents,400
en.wikipedia,Henry_Ogg_Forbes,monthly,2022-09-01,all-access,all-agents,231
en.wikipedia,Henry_Ogg_Forbes,monthly,2022-10-01,all-access,all-agents,181
en.wikipedia,Henry_Ogg_Forbes,monthly,2022-11-01,all-access,all-agents,223
en.wikipedia,Henry_Ogg_Forbes,monthly,2022-12-01,all-access,all-agents,255
en.wikipedia,Hardy_progeny_of_the_North,monthly,2022-01-01,all-access,all-agents,78
en.wikipedia,Hardy_progeny_of_the_North,monthly,2022-02-01,all-access,all-agents,138
en.wikipedia,Hardy_progeny_of_the_North,monthly,2022-03-01,all-access,all-agents,36
en.wikipedia,Hardy_progeny_of_the_North,monthly,2022-04-01,all-access,all-agents,53
en.wikipedia,Hardy_progeny_of_the_North,monthly,2022-05-01,all-access,all-agents,36
en.wikipedia,Hardy_progeny_of_the_North,monthly,2022-06-01,all-access,all-agents,40
en.wikipedia,Hardy_progeny_of_the_North,monthly,2022-07-01,all-access,all-agents,24
en.wikipedia,Hardy_progeny_of_the_North,monthly,2022-08-01,all-access,all-agents,55
en.wikipedia,Hardy_progeny_of_the_North,monthly,2022-09-01,all-access,all-agents,57
